id,student_id,student_name,question_topic,question_style,error_style,start_time,submit_time,difficulty,score,time_consumed,memory,time_region,student_group
866,20267538,何秀英艳,查找,判断题,答案正确,2026-04-30 02:42:37,2026-04-30 02:45:17,困难,2,160,829,凌晨,高绩效
867,20267538,何秀英艳,哈希表,解答题,知识点缺失,2026-02-17 01:00:39,2026-02-17 01:08:49,困难,0,490,656,凌晨,高绩效
868,20267538,何秀英艳,栈,选择题,答案正确,2026-06-17 09:00:45,2026-06-17 09:02:43,中等,5,118,527,早上,高绩效
869,20267538,何秀英艳,链表,选择题,答案正确,2026-03-18 05:50:24,2026-03-18 05:53:29,困难,5,185,788,凌晨,高绩效
870,20267538,何秀英艳,查找,判断题,答案正确,2026-03-28 16:21:44,2026-03-28 16:23:39,中等,2,115,535,下午,高绩效
871,20267538,何秀英艳,排序,解答题,答案正确,2026-04-27 21:16:56,2026-04-27 21:20:38,简单,10,222,835,晚上,高绩效
872,20267538,何秀英艳,链表,选择题,答案正确,2026-05-11 09:18:28,2026-05-11 09:21:35,困难,5,187,636,早上,高绩效
873,20267538,何秀英艳,栈,选择题,答案正确,2026-02-21 13:06:32,2026-02-21 13:06:46,简单,5,14,213,中午,高绩效
874,20267538,何秀英艳,排序,解答题,答案正确,2026-01-26 16:44:38,2026-01-26 16:47:58,简单,10,200,999,下午,高绩效
875,20267538,何秀英艳,字符串,解答题,答案正确,2026-04-08 20:59:03,2026-04-08 21:10:55,困难,10,712,985,晚上,高绩效
876,20267538,何秀英艳,广度优先搜索(BFS),编程题,部分正确,2026-03-11 09:23:44,2026-03-11 09:26:44,简单,13,180,700,早上,高绩效
877,20267538,何秀英艳,动态规划(DP),编程题,答案正确,2026-05-14 12:35:53,2026-05-14 12:47:49,困难,15,716,645,中午,高绩效
878,20267538,何秀英艳,堆,解答题,部分正确,2026-05-27 07:36:45,2026-05-27 07:41:54,中等,5,309,775,早上,高绩效
879,20267538,何秀英艳,堆,解答题,答案正确,2026-03-12 20:04:59,2026-03-12 20:11:04,中等,10,365,682,晚上,高绩效
880,20267538,何秀英艳,栈,选择题,答案正确,2026-01-24 02:36:32,2026-01-24 02:36:45,简单,5,13,284,凌晨,高绩效
881,20267538,何秀英艳,排序,选择题,答案正确,2026-06-25 22:07:32,2026-06-25 22:09:15,中等,5,103,550,晚上,高绩效
882,20267538,何秀英艳,链表,选择题,格式错误,2026-01-17 04:17:54,2026-01-17 04:22:33,困难,0,279,704,凌晨,高绩效
883,20267538,何秀英艳,栈,编程题,答案正确,2026-02-26 20:17:41,2026-02-26 20:20:46,简单,15,185,631,晚上,高绩效
884,20267538,何秀英艳,顺序表,填空题,答案正确,2026-03-22 09:38:09,2026-03-22 09:38:34,简单,5,25,316,早上,高绩效
885,20267538,何秀英艳,回溯算法,填空题,答案正确,2026-04-30 13:48:32,2026-04-30 13:49:36,中等,5,64,588,中午,高绩效
886,20266775,刘洋,字符串,填空题,答案正确,2026-05-14 15:35:18,2026-05-14 15:39:46,困难,5,268,792,下午,高绩效
887,20266775,刘洋,字符串,编程题,答案正确,2026-06-02 06:11:56,2026-06-02 06:19:16,困难,15,440,662,早上,高绩效
888,20266775,刘洋,回溯算法,判断题,答案正确,2026-07-13 13:48:38,2026-07-13 13:50:18,中等,2,100,418,中午,高绩效
889,20266775,刘洋,队列,选择题,答案正确,2026-06-09 02:24:43,2026-06-09 02:26:03,中等,5,80,553,凌晨,高绩效
890,20266775,刘洋,哈希表,选择题,答案正确,2026-06-06 09:08:47,2026-06-06 09:08:59,简单,5,12,271,早上,高绩效
891,20266775,刘洋,查找,解答题,答案正确,2026-02-28 07:52:16,2026-02-28 07:56:47,中等,10,271,815,早上,高绩效
892,20266775,刘洋,哈希表,选择题,答案正确,2026-02-12 00:53:32,2026-02-12 00:54:09,简单,5,37,114,凌晨,高绩效
893,20266775,刘洋,字符串匹配(KMP),填空题,答案正确,2026-03-06 06:19:03,2026-03-06 06:19:31,简单,5,28,144,早上,高绩效
894,20266775,刘洋,广度优先搜索(BFS),编程题,答案正确,2026-04-11 20:09:50,2026-04-11 20:15:32,中等,15,342,892,晚上,高绩效
895,20266775,刘洋,字符串匹配(KMP),填空题,答案正确,2026-03-17 15:22:23,2026-03-17 15:23:01,简单,5,38,148,下午,高绩效
896,20266775,刘洋,图,填空题,答案正确,2026-03-10 06:03:57,2026-03-10 06:05:06,中等,5,69,477,早上,高绩效
897,20266775,刘洋,位运算,填空题,答案正确,2026-06-28 19:01:39,2026-06-28 19:02:26,简单,5,47,307,晚上,高绩效
898,20266775,刘洋,队列,编程题,答案正确,2026-03-08 09:39:38,2026-03-08 09:45:11,中等,15,333,688,早上,高绩效
899,20266775,刘洋,位运算,编程题,答案正确,2026-03-13 01:14:44,2026-03-13 01:19:00,中等,15,256,826,凌晨,高绩效
900,20266775,刘洋,动态规划(DP),编程题,答案正确,2026-05-04 02:12:41,2026-05-04 02:20:44,困难,15,483,936,凌晨,高绩效
901,20266775,刘洋,位运算,填空题,答案正确,2026-03-01 19:47:31,2026-03-01 19:48:35,中等,5,64,409,晚上,高绩效
902,20266775,刘洋,字符串,编程题,答案正确,2026-02-19 20:58:25,2026-02-19 21:11:10,困难,15,765,799,晚上,高绩效
903,20266775,刘洋,栈,编程题,答案正确,2026-04-20 13:07:06,2026-04-20 13:10:51,简单,15,225,823,中午,高绩效
904,20266775,刘洋,深度优先搜索(DFS),填空题,答案正确,2026-05-01 16:37:12,2026-05-01 16:38:03,中等,5,51,426,下午,高绩效
905,20266775,刘洋,位运算,判断题,答案正确,2026-07-09 11:29:00,2026-07-09 11:30:08,中等,2,68,598,中午,高绩效
906,20266775,刘洋,双指针,编程题,答案正确,2026-07-13 15:31:52,2026-07-13 15:35:21,简单,15,209,759,下午,高绩效
907,20266775,刘洋,栈,解答题,答案正确,2026-02-02 04:15:10,2026-02-02 04:19:48,简单,10,278,716,凌晨,高绩效
908,20266775,刘洋,回溯算法,填空题,答案正确,2026-03-15 19:35:40,2026-03-15 19:39:14,困难,5,214,766,晚上,高绩效
909,20266775,刘洋,队列,选择题,答案正确,2026-03-04 23:11:39,2026-03-04 23:13:19,中等,5,100,461,晚上,高绩效
910,20266775,刘洋,深度优先搜索(DFS),编程题,答案正确,2026-03-16 20:08:37,2026-03-16 20:12:40,中等,15,243,668,晚上,高绩效
911,20266775,刘洋,树,编程题,答案正确,2026-06-20 01:18:05,2026-06-20 01:23:36,中等,15,331,982,凌晨,高绩效
912,20266775,刘洋,字符串匹配(KMP),填空题,答案正确,2026-06-08 23:10:37,2026-06-08 23:11:00,简单,5,23,170,晚上,高绩效
913,20266775,刘洋,回溯算法,填空题,答案正确,2026-03-17 00:43:23,2026-03-17 00:44:47,中等,5,84,418,凌晨,高绩效
914,20266775,刘洋,树,编程题,答案正确,2026-02-27 00:33:46,2026-02-27 00:41:54,困难,15,488,987,凌晨,高绩效
915,20266775,刘洋,顺序表,填空题,格式错误,2026-04-18 18:29:27,2026-04-18 18:33:17,困难,0,230,902,晚上,高绩效
916,20266775,刘洋,顺序表,解答题,答案正确,2026-02-18 08:42:35,2026-02-18 08:52:54,困难,10,619,628,早上,高绩效
917,20266775,刘洋,回溯算法,解答题,答案正确,2026-02-12 06:07:16,2026-02-12 06:12:34,简单,10,318,670,早上,高绩效
918,20266775,刘洋,队列,编程题,答案正确,2026-03-07 04:13:32,2026-03-07 04:19:28,中等,15,356,696,凌晨,高绩效
919,20266775,刘洋,动态规划(DP),填空题,答案正确,2026-03-07 17:54:58,2026-03-07 17:56:27,中等,5,89,567,下午,高绩效
920,20266775,刘洋,顺序表,解答题,部分正确,2026-04-07 12:57:43,2026-04-07 13:02:27,中等,4,284,798,中午,高绩效
921,20266775,刘洋,动态规划(DP),填空题,答案正确,2026-03-13 13:05:12,2026-03-13 13:06:32,中等,5,80,428,中午,高绩效
922,20266775,刘洋,栈,选择题,答案正确,2026-05-21 09:28:22,2026-05-21 09:29:23,中等,5,61,400,早上,高绩效
923,20266775,刘洋,栈,选择题,答案正确,2026-02-11 11:26:38,2026-02-11 11:27:04,简单,5,26,148,中午,高绩效
924,20266775,刘洋,栈,填空题,答案正确,2026-06-16 23:48:56,2026-06-16 23:49:12,简单,5,16,286,晚上,高绩效
925,20266775,刘洋,顺序表,解答题,答案正确,2026-04-24 21:41:58,2026-04-24 21:48:14,中等,10,376,987,晚上,高绩效
926,20266775,刘洋,顺序表,解答题,答案正确,2026-03-12 13:00:36,2026-03-12 13:08:31,中等,10,475,907,中午,高绩效
927,20266775,刘洋,深度优先搜索(DFS),编程题,答案正确,2026-05-05 05:40:52,2026-05-05 05:43:40,简单,15,168,730,凌晨,高绩效
928,20266775,刘洋,顺序表,填空题,答案正确,2026-03-31 20:22:24,2026-03-31 20:26:19,困难,5,235,742,晚上,高绩效
929,20266775,刘洋,查找,判断题,答案正确,2026-04-18 01:40:55,2026-04-18 01:44:49,困难,2,234,670,凌晨,高绩效
930,20266775,刘洋,查找,解答题,答案正确,2026-01-17 22:12:56,2026-01-17 22:16:41,简单,10,225,838,晚上,高绩效
931,20266775,刘洋,栈,选择题,答案正确,2026-04-10 01:18:03,2026-04-10 01:19:56,中等,5,113,499,凌晨,高绩效
932,20266775,刘洋,深度优先搜索(DFS),编程题,答案正确,2026-02-04 21:15:38,2026-02-04 21:23:14,中等,15,456,873,晚上,高绩效
933,20266775,刘洋,深度优先搜索(DFS),判断题,答案正确,2026-03-22 15:18:16,2026-03-22 15:18:40,简单,2,24,141,下午,高绩效
934,20266775,刘洋,字符串匹配(KMP),填空题,答案正确,2026-06-16 18:05:45,2026-06-16 18:06:30,简单,5,45,190,晚上,高绩效
935,20266775,刘洋,位运算,填空题,答案正确,2026-05-19 05:28:01,2026-05-19 05:31:33,困难,5,212,654,凌晨,高绩效
936,20266775,刘洋,贪心,编程题,答案正确,2026-02-05 20:24:12,2026-02-05 20:30:16,中等,15,364,725,晚上,高绩效
937,20266775,刘洋,队列,编程题,答案正确,2026-06-06 10:52:59,2026-06-06 10:57:03,中等,15,244,982,早上,高绩效
938,20266775,刘洋,位运算,填空题,答案正确,2026-05-05 18:17:19,2026-05-05 18:17:46,简单,5,27,174,晚上,高绩效
939,20266775,刘洋,位运算,填空题,答案正确,2026-07-05 07:50:54,2026-07-05 07:52:18,中等,5,84,438,早上,高绩效
940,20266775,刘洋,顺序表,解答题,审题错误,2026-06-01 11:29:50,2026-06-01 11:38:29,困难,0,519,694,中午,高绩效
941,20266775,刘洋,栈,编程题,部分正确,2026-02-05 03:24:13,2026-02-05 03:28:42,简单,11,269,850,凌晨,高绩效
942,20266775,刘洋,队列,编程题,答案正确,2026-07-13 04:27:26,2026-07-13 04:33:21,中等,15,355,716,凌晨,高绩效
943,20266775,刘洋,广度优先搜索(BFS),填空题,概念错误,2026-02-25 05:21:16,2026-02-25 05:25:21,困难,0,245,724,凌晨,高绩效
944,20266775,刘洋,动态规划(DP),填空题,答案正确,2026-02-13 06:39:23,2026-02-13 06:41:12,中等,5,109,528,早上,高绩效
945,20266775,刘洋,位运算,填空题,答案正确,2026-02-14 00:46:43,2026-02-14 00:47:28,简单,5,45,395,凌晨,高绩效
946,20266775,刘洋,堆,判断题,答案正确,2026-06-10 16:54:31,2026-06-10 16:56:15,中等,2,104,525,下午,高绩效
947,20266775,刘洋,顺序表,解答题,答案正确,2026-03-23 13:00:21,2026-03-23 13:06:21,中等,10,360,673,中午,高绩效
948,20266775,刘洋,链表,解答题,答案正确,2026-07-10 08:45:28,2026-07-10 08:48:48,简单,10,200,625,早上,高绩效
949,20266775,刘洋,队列,编程题,答案正确,2026-05-02 08:24:50,2026-05-02 08:29:41,中等,15,291,903,早上,高绩效
950,20266775,刘洋,广度优先搜索(BFS),编程题,答案正确,2026-01-29 12:19:22,2026-01-29 12:24:58,中等,15,336,986,中午,高绩效
951,20266775,刘洋,链表,解答题,答案正确,2026-07-06 05:52:42,2026-07-06 05:56:21,简单,10,219,673,凌晨,高绩效
952,20266775,刘洋,查找,选择题,答案正确,2026-01-22 04:51:13,2026-01-22 04:52:08,中等,5,55,544,凌晨,高绩效
953,20266775,刘洋,顺序表,解答题,答案正确,2026-06-08 16:28:56,2026-06-08 16:35:46,困难,10,410,726,下午,高绩效
954,20266775,刘洋,树,编程题,答案正确,2026-07-03 11:31:14,2026-07-03 11:41:04,困难,15,590,769,中午,高绩效
955,20266775,刘洋,堆,选择题,审题错误,2026-07-10 03:08:30,2026-07-10 03:13:44,困难,0,314,943,凌晨,高绩效
956,20266775,刘洋,链表,选择题,答案正确,2026-03-14 00:11:38,2026-03-14 00:13:02,中等,5,84,561,凌晨,高绩效
957,20266775,刘洋,位运算,判断题,答案正确,2026-03-22 15:36:07,2026-03-22 15:37:55,中等,2,108,480,下午,高绩效
958,20266775,刘洋,回溯算法,填空题,答案正确,2026-06-11 13:16:14,2026-06-11 13:17:15,中等,5,61,531,中午,高绩效
959,20266775,刘洋,回溯算法,判断题,答案正确,2026-04-08 15:47:37,2026-04-08 15:49:35,中等,2,118,485,下午,高绩效
960,20266775,刘洋,堆,判断题,答案正确,2026-03-02 07:26:09,2026-03-02 07:26:29,简单,2,20,242,早上,高绩效
961,20266775,刘洋,查找,填空题,答案正确,2026-05-03 11:40:14,2026-05-03 11:40:45,简单,5,31,365,中午,高绩效
962,20266775,刘洋,栈,编程题,答案正确,2026-02-10 12:03:08,2026-02-10 12:08:10,简单,15,302,613,中午,高绩效
963,20266775,刘洋,顺序表,填空题,答案正确,2026-06-20 07:14:12,2026-06-20 07:14:20,简单,5,8,329,早上,高绩效
964,20266775,刘洋,堆,编程题,答案正确,2026-03-27 10:00:27,2026-03-27 10:05:58,中等,15,331,754,早上,高绩效
965,20266775,刘洋,哈希表,判断题,答案正确,2026-05-05 14:45:57,2026-05-05 14:46:22,简单,2,25,268,下午,高绩效
966,20266775,刘洋,链表,选择题,答案正确,2026-04-19 10:29:24,2026-04-19 10:33:00,困难,5,216,876,早上,高绩效
967,20266775,刘洋,位运算,选择题,答案正确,2026-02-07 18:16:29,2026-02-07 18:18:28,中等,5,119,432,晚上,高绩效
968,20266775,刘洋,位运算,填空题,答案正确,2026-04-14 19:06:41,2026-04-14 19:07:54,中等,5,73,584,晚上,高绩效
969,20266775,刘洋,广度优先搜索(BFS),编程题,答案正确,2026-06-26 17:24:12,2026-06-26 17:35:56,困难,15,704,922,下午,高绩效
970,20266775,刘洋,栈,编程题,答案正确,2026-05-05 20:14:45,2026-05-05 20:18:44,简单,15,239,680,晚上,高绩效
971,20266775,刘洋,深度优先搜索(DFS),判断题,答案正确,2026-04-03 06:50:14,2026-04-03 06:50:50,简单,2,36,387,早上,高绩效
972,20266775,刘洋,查找,填空题,答案正确,2026-04-09 14:19:18,2026-04-09 14:19:34,简单,5,16,268,下午,高绩效
973,20266775,刘洋,动态规划(DP),选择题,概念错误,2026-06-18 07:29:43,2026-06-18 07:33:27,困难,0,224,675,早上,高绩效
974,20266775,刘洋,字符串,填空题,答案正确,2026-05-04 12:33:40,2026-05-04 12:36:52,困难,5,192,639,中午,高绩效
975,20266775,刘洋,回溯算法,填空题,答案正确,2026-04-24 20:24:24,2026-04-24 20:29:17,困难,5,293,857,晚上,高绩效
976,20266775,刘洋,位运算,编程题,答案正确,2026-04-26 18:20:41,2026-04-26 18:24:55,中等,15,254,630,晚上,高绩效
977,20266775,刘洋,位运算,填空题,答案正确,2026-04-04 12:20:59,2026-04-04 12:25:03,困难,5,244,785,中午,高绩效
978,20266775,刘洋,顺序表,填空题,审题错误,2026-06-30 04:26:14,2026-06-30 04:28:57,困难,0,163,677,凌晨,高绩效
979,20266775,刘洋,双指针,选择题,答案正确,2026-06-09 20:00:37,2026-06-09 20:03:05,困难,5,148,980,晚上,高绩效
980,20266775,刘洋,查找,判断题,答案正确,2026-03-20 23:20:39,2026-03-20 23:24:43,困难,2,244,773,晚上,高绩效
981,20266775,刘洋,双指针,填空题,答案正确,2026-05-29 04:29:41,2026-05-29 04:30:24,简单,5,43,151,凌晨,高绩效
982,20266775,刘洋,哈希表,解答题,格式错误,2026-06-04 03:32:16,2026-06-04 03:41:57,困难,0,581,846,凌晨,高绩效
983,20266775,刘洋,树,选择题,答案正确,2026-03-04 23:40:05,2026-03-04 23:41:09,中等,5,64,472,晚上,高绩效
984,20266775,刘洋,排序,解答题,答案正确,2026-01-16 01:54:38,2026-01-16 01:59:18,简单,10,280,776,凌晨,高绩效
985,20266775,刘洋,链表,选择题,答案正确,2026-04-09 11:25:45,2026-04-09 11:27:58,困难,5,133,736,中午,高绩效
986,20266775,刘洋,贪心,判断题,答案正确,2026-04-24 17:09:41,2026-04-24 17:14:09,困难,2,268,928,下午,高绩效
987,20266775,刘洋,哈希表,解答题,答案正确,2026-03-22 05:29:29,2026-03-22 05:38:17,困难,10,528,929,凌晨,高绩效
988,20266775,刘洋,动态规划(DP),选择题,答案正确,2026-05-23 15:08:13,2026-05-23 15:12:44,困难,5,271,685,下午,高绩效
989,20266775,刘洋,链表,解答题,答案正确,2026-05-04 11:54:36,2026-05-04 11:58:51,简单,10,255,684,中午,高绩效
990,20266775,刘洋,链表,解答题,答案正确,2026-06-26 21:15:07,2026-06-26 21:20:19,中等,10,312,662,晚上,高绩效
991,20266775,刘洋,栈,判断题,格式错误,2026-02-19 20:40:24,2026-02-19 20:41:25,中等,0,61,545,晚上,高绩效
992,20266775,刘洋,回溯算法,判断题,答案正确,2026-06-07 23:19:42,2026-06-07 23:21:07,中等,2,85,448,晚上,高绩效
993,20266775,刘洋,顺序表,解答题,答案正确,2026-07-03 08:40:58,2026-07-03 08:47:47,困难,10,409,748,早上,高绩效
994,20266775,刘洋,广度优先搜索(BFS),解答题,答案正确,2026-06-09 20:56:05,2026-06-09 21:02:33,中等,10,388,878,晚上,高绩效
995,20266775,刘洋,哈希表,编程题,答案正确,2026-04-02 19:39:39,2026-04-02 19:46:47,中等,15,428,860,晚上,高绩效
996,20266775,刘洋,顺序表,解答题,答案正确,2026-04-11 14:10:34,2026-04-11 14:20:44,困难,10,610,882,下午,高绩效
997,20266775,刘洋,顺序表,填空题,答案正确,2026-04-01 00:23:55,2026-04-01 00:24:24,简单,5,29,131,凌晨,高绩效
998,20266775,刘洋,顺序表,填空题,答案正确,2026-03-06 18:02:33,2026-03-06 18:03:11,简单,5,38,312,晚上,高绩效
999,20266775,刘洋,队列,选择题,答案正确,2026-06-20 06:46:52,2026-06-20 06:48:31,中等,5,99,502,早上,高绩效
1000,20266775,刘洋,字符串,编程题,答案正确,2026-03-26 23:38:11,2026-03-26 23:42:29,简单,15,258,781,晚上,高绩效
1001,20266775,刘洋,树,编程题,理解偏差,2026-02-20 21:50:10,2026-02-20 22:00:26,困难,0,616,990,晚上,高绩效
1002,20266775,刘洋,字符串,填空题,计算错误,2026-03-27 12:05:46,2026-03-27 12:10:45,困难,0,299,932,中午,高绩效
1003,20266775,刘洋,字符串匹配(KMP),填空题,答案正确,2026-04-04 11:56:44,2026-04-04 11:57:29,简单,5,45,296,中午,高绩效
1004,20266775,刘洋,顺序表,填空题,答案正确,2026-05-10 01:28:12,2026-05-10 01:28:42,简单,5,30,331,凌晨,高绩效
1005,20266775,刘洋,广度优先搜索(BFS),填空题,答案正确,2026-02-06 02:40:08,2026-02-06 02:43:55,困难,5,227,752,凌晨,高绩效
1006,20266775,刘洋,位运算,选择题,答案正确,2026-02-24 08:13:10,2026-02-24 08:14:39,中等,5,89,471,早上,高绩效
1007,20266775,刘洋,回溯算法,判断题,答案正确,2026-03-25 22:36:11,2026-03-25 22:37:37,中等,2,86,425,晚上,高绩效
1008,20266775,刘洋,广度优先搜索(BFS),编程题,答案正确,2026-02-26 14:28:52,2026-02-26 14:34:00,中等,15,308,956,下午,高绩效
1009,20266775,刘洋,链表,选择题,答案正确,2026-05-31 10:50:07,2026-05-31 10:52:59,困难,5,172,714,早上,高绩效
1010,20266775,刘洋,堆,解答题,部分正确,2026-03-27 07:10:51,2026-03-27 07:15:19,中等,4,268,887,早上,高绩效
1011,20266775,刘洋,链表,解答题,答案正确,2026-01-17 21:16:17,2026-01-17 21:19:54,简单,10,217,936,晚上,高绩效
1012,20266775,刘洋,动态规划(DP),选择题,答案正确,2026-06-09 04:25:24,2026-06-09 04:29:31,困难,5,247,757,凌晨,高绩效
1013,20266775,刘洋,哈希表,选择题,答案正确,2026-03-20 20:37:35,2026-03-20 20:37:55,简单,5,20,265,晚上,高绩效
1014,20264172,林涛,位运算,填空题,答案正确,2026-04-30 21:06:55,2026-04-30 21:07:54,中等,5,59,482,晚上,高绩效
1015,20264172,林涛,位运算,编程题,答案正确,2026-05-19 16:24:31,2026-05-19 16:29:12,中等,15,281,917,下午,高绩效
1016,20264172,林涛,位运算,选择题,理解偏差,2026-07-06 21:30:20,2026-07-06 21:34:21,困难,0,241,797,晚上,高绩效
1017,20264172,林涛,树,编程题,答案正确,2026-06-17 10:36:32,2026-06-17 10:44:32,困难,15,480,857,早上,高绩效
1018,20264172,林涛,链表,选择题,答案正确,2026-06-15 06:50:57,2026-06-15 06:51:35,简单,5,38,333,早上,高绩效
1019,20264172,林涛,树,编程题,答案正确,2026-01-20 22:27:04,2026-01-20 22:31:28,中等,15,264,912,晚上,高绩效
1020,20264172,林涛,字符串,解答题,部分正确,2026-06-12 12:00:07,2026-06-12 12:11:04,困难,4,657,687,中午,高绩效
1021,20264172,林涛,双指针,编程题,答案正确,2026-04-27 02:27:55,2026-04-27 02:30:39,简单,15,164,794,凌晨,高绩效
1022,20264172,林涛,哈希表,编程题,部分正确,2026-04-15 15:39:48,2026-04-15 15:43:51,中等,6,243,616,下午,高绩效
1023,20264172,林涛,广度优先搜索(BFS),解答题,答案正确,2026-04-06 13:33:23,2026-04-06 13:41:11,中等,10,468,888,中午,高绩效
1024,20264172,林涛,字符串,编程题,答案正确,2026-05-30 01:22:42,2026-05-30 01:26:28,简单,15,226,841,凌晨,高绩效
1025,20264172,林涛,排序,解答题,答案正确,2026-04-07 00:48:11,2026-04-07 00:53:03,简单,10,292,784,凌晨,高绩效
1026,20264172,林涛,动态规划(DP),选择题,答案正确,2026-05-17 13:52:00,2026-05-17 13:56:07,困难,5,247,852,中午,高绩效
1027,20264172,林涛,队列,选择题,答案正确,2026-06-14 10:39:37,2026-06-14 10:40:41,中等,5,64,553,早上,高绩效
1028,20264172,林涛,回溯算法,解答题,答案正确,2026-02-12 21:13:08,2026-02-12 21:16:49,简单,10,221,937,晚上,高绩效
1029,20264172,林涛,查找,判断题,答案正确,2026-01-22 05:25:06,2026-01-22 05:28:41,困难,2,215,994,凌晨,高绩效
1030,20264172,林涛,堆,判断题,答案正确,2026-05-23 03:27:25,2026-05-23 03:28:48,中等,2,83,442,凌晨,高绩效
1031,20264172,林涛,排序,解答题,答案正确,2026-05-11 21:00:00,2026-05-11 21:02:46,简单,10,166,747,晚上,高绩效
1032,20264172,林涛,字符串,编程题,答案正确,2026-03-31 23:56:45,2026-04-01 00:04:36,困难,15,471,684,晚上,高绩效
1033,20264172,林涛,位运算,编程题,答案正确,2026-07-02 22:19:26,2026-07-02 22:24:10,中等,15,284,618,晚上,高绩效
1034,20264172,林涛,位运算,判断题,答案正确,2026-02-23 01:16:16,2026-02-23 01:18:13,中等,2,117,550,凌晨,高绩效
1035,20264172,林涛,位运算,填空题,答案正确,2026-07-04 14:42:11,2026-07-04 14:42:19,简单,5,8,226,下午,高绩效
1036,20264172,林涛,链表,解答题,部分正确,2026-04-03 21:06:58,2026-04-03 21:11:24,简单,7,266,802,晚上,高绩效
1037,20264172,林涛,排序,解答题,答案正确,2026-03-22 08:51:06,2026-03-22 08:56:41,中等,10,335,614,早上,高绩效
1038,20264172,林涛,字符串,填空题,答案正确,2026-04-22 09:27:58,2026-04-22 09:32:47,困难,5,289,841,早上,高绩效
1039,20264172,林涛,哈希表,选择题,答案正确,2026-02-02 15:46:32,2026-02-02 15:46:57,简单,5,25,333,下午,高绩效
1040,20264172,林涛,广度优先搜索(BFS),编程题,答案正确,2026-04-25 19:53:33,2026-04-25 19:56:34,简单,15,181,851,晚上,高绩效
1041,20264172,林涛,位运算,判断题,答案正确,2026-01-22 07:21:53,2026-01-22 07:22:46,中等,2,53,529,早上,高绩效
1042,20264172,林涛,堆,编程题,部分正确,2026-04-19 12:36:47,2026-04-19 12:42:35,中等,8,348,842,中午,高绩效
1043,20264172,林涛,查找,判断题,答案正确,2026-07-12 04:03:09,2026-07-12 04:07:08,困难,2,239,603,凌晨,高绩效
1044,20264172,林涛,哈希表,判断题,答案正确,2026-02-13 23:19:14,2026-02-13 23:19:50,简单,2,36,172,晚上,高绩效
1045,20264172,林涛,栈,编程题,部分正确,2026-04-05 23:30:26,2026-04-05 23:34:34,简单,9,248,646,晚上,高绩效
1046,20264172,林涛,回溯算法,填空题,答案正确,2026-02-15 16:09:52,2026-02-15 16:14:12,困难,5,260,841,下午,高绩效
1047,20264172,林涛,哈希表,填空题,计算错误,2026-04-28 04:06:46,2026-04-28 04:08:33,中等,0,107,531,凌晨,高绩效
1048,20264172,林涛,堆,判断题,审题错误,2026-02-27 10:59:21,2026-02-27 11:00:37,中等,0,76,444,早上,高绩效
1049,20264172,林涛,排序,解答题,答案正确,2026-01-19 05:16:42,2026-01-19 05:21:08,中等,10,266,817,凌晨,高绩效
1050,20264172,林涛,链表,选择题,答案正确,2026-05-31 10:03:47,2026-05-31 10:05:31,中等,5,104,521,早上,高绩效
1051,20264172,林涛,动态规划(DP),编程题,答案正确,2026-03-28 01:17:07,2026-03-28 01:28:20,困难,15,673,616,凌晨,高绩效
1052,20264172,林涛,回溯算法,解答题,答案正确,2026-06-17 08:35:09,2026-06-17 08:39:42,简单,10,273,692,早上,高绩效
1053,20264172,林涛,链表,解答题,答案正确,2026-04-15 11:54:34,2026-04-15 12:01:07,中等,10,393,896,中午,高绩效
1054,20264172,林涛,栈,选择题,答案正确,2026-06-09 18:04:01,2026-06-09 18:04:27,简单,5,26,170,晚上,高绩效
1055,20264172,林涛,双指针,填空题,答案正确,2026-04-01 04:17:52,2026-04-01 04:18:20,简单,5,28,252,凌晨,高绩效
1056,20264172,林涛,堆,选择题,答案正确,2026-02-04 01:46:14,2026-02-04 01:49:38,困难,5,204,826,凌晨,高绩效
1057,20264172,林涛,动态规划(DP),编程题,答案正确,2026-01-26 14:00:00,2026-01-26 14:10:40,困难,15,640,606,下午,高绩效
1058,20264172,林涛,顺序表,填空题,答案正确,2026-04-08 12:12:35,2026-04-08 12:13:14,简单,5,39,200,中午,高绩效
1059,20264172,林涛,字符串,填空题,答案正确,2026-03-13 03:36:26,2026-03-13 03:41:15,困难,5,289,783,凌晨,高绩效
1060,20264172,林涛,双指针,判断题,答案正确,2026-07-14 11:12:47,2026-07-14 11:14:06,中等,2,79,578,中午,高绩效
1061,20264172,林涛,贪心,编程题,答案正确,2026-01-16 12:39:01,2026-01-16 12:46:33,中等,15,452,767,中午,高绩效
1062,20264172,林涛,广度优先搜索(BFS),解答题,答案正确,2026-04-18 11:33:55,2026-04-18 11:38:15,中等,10,260,713,中午,高绩效
1063,20264172,林涛,顺序表,解答题,答案正确,2026-05-11 02:06:50,2026-05-11 02:14:32,中等,10,462,987,凌晨,高绩效
1064,20264172,林涛,位运算,编程题,答案正确,2026-07-09 06:12:16,2026-07-09 06:17:30,中等,15,314,692,早上,高绩效
1065,20264172,林涛,哈希表,填空题,答案正确,2026-04-18 11:36:26,2026-04-18 11:37:57,中等,5,91,421,中午,高绩效
1066,20264172,林涛,查找,解答题,答案正确,2026-06-08 02:57:58,2026-06-08 03:03:53,中等,10,355,717,凌晨,高绩效
1067,20264172,林涛,双指针,选择题,答案正确,2026-06-05 20:40:19,2026-06-05 20:42:41,困难,5,142,823,晚上,高绩效
